conabio_id,clave_original,tipo_alimento,food_type,descripcion_alimento,food_description,procedencia,referencias_ids,taxon_id,taxon,categoria,estatus,fuente,nombre_autoridad,cites,Ácido ascórbico,Ácido  láurico,Ácido araquídico,Ácido aspártico,Ácido behénico,Ácido Butírico,Ácido caprico,Ácido caprílico,Ácido caproico,Ácido cis-10-heptadecanoico,Ácido cis-11-eicosenoico,Ácido cis-11;14-eicosatrienoico,Ácido cis-11;14;17-eicosatrienoico,Ácido elaídico,Ácido esteárico,Ácido glutámico,Ácido heneicosanoico,Ácido heptadecanoico,Ácido lignocérico,Ácido linoleico,Ácido linolénico,Ácido mirístico,Ácido oleico,Ácido palmítico,Ácido palmitoleico,Ácido pentadecanoico,Ácido tricosanoico,Ácido undecanoico,Ácido y-linolénico,Ácidos grasos saturados,Alanina,Almidón,Aminoácidos aromáticos totales,Aminoácidos azufrados totales,Arginina,Azúcares,Beta carotenos,Calcio,Carotenos,Cenizas,Cisteína,Cobre,Colesterol,Energía,Extracto etéreo,Fenilalanina,Fibra bruta,Fibra dietaria insoluble,Fibra dietaria total,Fósforo,Glicina,Hidratos de carbono,Hierro,Histidina,Humedad,Isoleucina,Lactosa,Leucina,Lisina,Litio,Magnesio,Manganeso,Metionina,Niacina,Polisacáridos no amiláceos insolubles,Polisacáridos no amiláceos totales,Porción comestible,Potasio,Prolina,Proteína bruta,Riboflavina (Vitamina B2),Selenio,Serina,Sodio,Tiamina (Vitamina B1),Tirosina,Treonina,Triptófano,Valina,Vitamina A,Zinc,Similar abajo?,Similar arriba?,Check for similar items,Columnas sin macro o micronutrientes,Columnas con macro o micronutrientes
3060,1654,"TUBERCULOS, BULBOS Y RAICES","TUBERS, BULBS AND ROOTS",Rabano Chico - Nasturtium Small,Nasturtium Small,,"['34,35']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59 mg,,,,,,2 g,2.2 g,,,,,,,,,,,,,,,,,,1%,,,,,,,,,,,,,,3.07 mg,FALSO,FALSO,Valor único,76,5
3061,1655,"TUBERCULOS, BULBOS Y RAICES","TUBERS, BULBS AND ROOTS",Rabano Largo - Garden Radish Long,Garden Radish Long,"México, Distrito Federal",['5'],,,,,,,,28.9 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 mg,30 mg,,0.8 g,,,,21 kcal,0.26 g,,0.95 g,,,19 mg,,4.33 g,1.34 mg,,92.6 g,,,,,,,,,0.4 mg,,,0.80%,,,1.06 g,0.06 mg,,,,0.06 mg,,,,,,,FALSO,FALSO,Valor único,65,16
3062,1656,"TUBERCULOS, BULBOS Y RAICES","TUBERS, BULBS AND ROOTS",Raiz Fuerte - Horse-Radish,Horse-Radish,,['5'],,,,,,,,74.2 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 mg,81 mg,,1.8 g,,,,103 kcal,0.23 g,,2.95 g,,,,,21.63 g,,,66.6 g,,,,,,,,,2.24 mg,,,,,,6.79 g,0.14 mg,,,,0.05 mg,,,,,,,FALSO,FALSO,Valor único,68,13
3063,1657,"TUBERCULOS, BULBOS Y RAICES","TUBERS, BULBS AND ROOTS",Salsifi - Salsify,Salsify,"México, Distrito Federal",['5'],,,,,,,,3.4 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 mg,55 mg,,1.1 g,,,,72 kcal,0.07 g,,2.14 g,,,47 mg,,17.77 g,2.74 mg,,77.8 g,,,,,,,,,0.3 mg,,,0.61%,,,1.12 g,0.04 mg,,,,0.05 mg,,,,,,,FALSO,FALSO,Valor único,65,16
3064,1658,"TUBERCULOS, BULBOS Y RAICES","TUBERS, BULBS AND ROOTS",Yuca - Yucca,Yucca,Veracruz,['5'],,,,,,,,19.4 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 mg,52 mg,,0.4 g,,,,116 kcal,0.59 g,,1.06 g,,,32 mg,,28.25 g,2.4 mg,,68.7 g,,,,,,,,,0.74 mg,,,0.68%,,,1 g,0.04 mg,,,,0.06 mg,,,,,,,FALSO,FALSO,Valor único,65,16
3065,1663,"TUBERCULOS, BULBOS Y RAICES","TUBERS, BULBS AND ROOTS",Zanahoria - Carrot,Carrot,"México, Distrito Federal",['5'],,,,,,,,26.8 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.14 mg,20 mg,,0.6 g,,,,,,,,,,30 mg,,,,,91.1 g,,,,,,,,,0.3 mg,,,0.63%,,,0.5 g,0.03 mg,,,,0.05 mg,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,70,11
3066,1664,"TUBERCULOS, BULBOS Y RAICES","TUBERS, BULBS AND ROOTS",Zanahoria - Carrot,Carrot,"México, Distrito Federal (mercado)",['5'],,,,,,,,10.8 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.83 mg,33 mg,,0.9 g,,,,51 kcal,0.31 g,,0.88 g,,,40 mg,,12.34 g,1.47 mg,,85.2 g,,,,,,,,,0.72 mg,,,0.63%,,,0.37 g,0.05 mg,,,,0.04 mg,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,65,16
3067,1665,"TUBERCULOS, BULBOS Y RAICES","TUBERS, BULBS AND ROOTS",Zanahoria - Carrot,Carrot,Guanajuato,"['2,21,38,39']",26919ANGIO,Daucus carota,especie,Aceptado/Válido,"Watson, 2011","L., 1753",,19.2 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3 g,,,,2.5 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9 g,2.4 g,0.63%,,,1 g,,,,,,,,,,3752.91 U.I.,,FALSO,VERDADERO,Posibles valores repetidos,73,8
3068,1659,"TUBERCULOS, BULBOS Y RAICES","TUBERS, BULBS AND ROOTS",Zanahoria Cocida - Carrot Cooked,Carrot Cooked,,"['34,35']",26919ANGIO,Daucus carota,especie,Aceptado/Válido,"Watson, 2011","L., 1753",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37 mg,,,,,,1.8 g,2.08 g,,,,,,,,,,,,,,,,,,1%,,,,,,,,,,,,,,2 mg,FALSO,FALSO,Valor único,76,5
3069,1660,"TUBERCULOS, BULBOS Y RAICES","TUBERS, BULBS AND ROOTS",Zanahoria Harina - Carrot Flour,Carrot Flour,,['5'],26919ANGIO,Daucus carota,especie,Aceptado/Válido,"Watson, 2011","L., 1753",,48.9 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04 mg,250 mg,,6.3 g,,,,296 kcal,1.1 g,,7.2 g,,,144 mg,,72.18 g,12.4 mg,,9.6 g,,,,,,,,,2.67 mg,,,1%,,,3.62 g,0.4 mg,,,,0.17 mg,,,,,,,FALSO,FALSO,Valor único,65,16
307,13573,BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,ALCOHOLIC AND NON-ALCOHOLIC BEVERAGES,Concentrado Para Preparar Bebidas a Base de Arroz - Beverage Base Rice-Based,Beverage Base Rice-Based,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.63 g,,17.44 mg,,0.35 g,,,,348.35 kcal,0.35 g,,0 g,,0 g,40.81 mg,,84.29 g,0 mg,,13 g,,,,,,8.26 mg,,,,,,,96.2 mg,,2.01 g,,,,29.11 mg,,,,,,,0 mg,FALSO,FALSO,Valor único,65,16
3070,1661,"TUBERCULOS, BULBOS Y RAICES","TUBERS, BULBS AND ROOTS",Zanahoria Jugo - Carrot Juice,Carrot Juice,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4 g,,,,30 kcal,0 g,,0 g,,,,,7.7 g,,,91.2 g,,,,,,,,,,,,1%,,,0.7 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
3071,1662,"TUBERCULOS, BULBOS Y RAICES","TUBERS, BULBS AND ROOTS",Zanahoria Puré - Carrot Purée,Carrot Purée,,['3'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6 g,,,,109 kcal,2.8 g,,0.1 g,,,,,15.3 g,,,73.5 g,,,,,,,,,,,,1%,,,5.7 g,,,,,,,,,,,,FALSO,FALSO,Valor único,73,8
3072,2925,VARIOS,MISCELLANEOUS,"Aceite Oliva, Extra Virgen - Oil Olive, Extra Virgin","Oil Olive, Extra Virgin",,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 g,,,,899 kcal,99.9 g,,,,,,,0 g,,,0.1 g,,,,,,,,,,,,1%,,,0 g,,,,,,,,,,,,FALSO,FALSO,Valor único,74,7
3073,11297,VARIOS,MISCELLANEOUS,Aceite de naranja - Oil Orange,Oil Orange,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3 g,,,,8.47 kcal,0.11 g,,0.52 g,,,,,1.77 g,,,97.2 g,,,,,,,,,,,,,,,0.1 g,,,,,,,,,,,,FALSO,FALSO,Valor único,74,7
3074,7333,VARIOS,MISCELLANEOUS,Aloe Vera Jugo - Aloe Juice,Aloe Juice,,['36'],,,,,,,,0 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.48 mg,,0.4 g,,0 mg,,6.5 kcal,0.5 g,,0.1 g,,,,,0.4 g,0.36 mg,,98.5 g,,,,,,12.32 mg,,,,,,1%,71.93 mg,,0.1 g,,,,40.9 mg,,,,,,0 U.I.,0.04 mg,FALSO,FALSO,Valor único,64,17
3075,7856,VARIOS,MISCELLANEOUS,Antojitos Cemita De Jamón - Little Whims Ham Cemita,Little Whims Ham Cemita,,['52'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.33 mg,,2.13 g,,0 mg,,174 kcal,7.34 g,,0.38 g,,,,,19.83 g,1.38 mg,,63.18 g,,,,,,33.88 mg,,,,,,,42.33 mg,,7.14 g,0.2 mg,,,567.26 mg,0.06 mg,,,,,,1.3 mg,FALSO,FALSO,Valor único,65,16
3076,7853,VARIOS,MISCELLANEOUS,Antojitos Cemita De Milanesa - Little Whims Cemita De Milanesa,Little Whims Cemita De Milanesa,,['52'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.67 mg,,2.4 g,,0 mg,,282 kcal,15.16 g,,0.5 g,,,,,23.04 g,1.01 mg,,45.46 g,,,,,,22.4 mg,,,,,,,289.95 mg,,13.44 g,0.36 mg,,,925.58 mg,0.78 mg,,,,,,1.52 mg,FALSO,FALSO,Valor único,65,16
3077,7857,VARIOS,MISCELLANEOUS,Antojitos Chalupas - Little Whims Chalupas,Little Whims Chalupas,,['52'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.84 mg,,0.88 g,,0 mg,,172 kcal,8.59 g,,0.58 g,,,,,17.84 g,1.38 mg,,66.31 g,,,,,,30.72 mg,,,,,,,161.02 mg,,5.8 g,0.33 mg,,,67.79 mg,0.21 mg,,,,,,3.05 mg,FALSO,FALSO,Valor único,65,16
3078,7869,VARIOS,MISCELLANEOUS,Antojitos Chanclas O Pambazos - Little Whims Chanclas Or Pambazos,Little Whims Chanclas Or Pambazos,,['52'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.63 mg,,2.01 g,,0 mg,,131 kcal,7.16 g,,1.08 g,,,,,12.2 g,0.71 mg,,72.47 g,,,,,,16.61 mg,,,,,,,233.21 mg,,4.5 g,0.2 mg,,,202.13 mg,0.36 mg,,,,,126.21 U.I.,0.57 mg,FALSO,FALSO,Valor único,64,17
3079,8098,VARIOS,MISCELLANEOUS,Antojitos Crepas Poblanas - Little Whims Crepas Poblanas,Little Whims Crepas Poblanas,,['52'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.19 mg,,2.41 g,,0 mg,,216 kcal,14.31 g,,0.39 g,,,,,8.04 g,0.85 mg,,63.41 g,,,,,,18.51 mg,,,,,,,507.35 mg,,13.85 g,0.22 mg,,,1308.01 mg,0.27 mg,,,,,,0.84 mg,FALSO,FALSO,Valor único,65,16
308,13574,BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,ALCOHOLIC AND NON-ALCOHOLIC BEVERAGES,Concentrado Para Preparar Bebidas a Base de arroz  sabor vainilla - Beverage Base Rice-Based Vanilla-Flavored Syrup,Beverage Base Rice-Based Vanilla-Flavored Syrup,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.7 g,,11.21 mg,,0.3 g,,,,347 kcal,0.44 g,,0 g,,0 g,35.09 mg,,83.71 g,0 mg,,13.5 g,,,,,,6.71 mg,,,,,,,76.23 mg,,2.05 g,,,,35.51 mg,,,,,,,0 mg,FALSO,FALSO,Valor único,65,16
3080,19,VARIOS,MISCELLANEOUS,"Antojitos Gordita de Chicharrón - Corn, Mass Cooked With Pork Rinds","Corn, Mass Cooked With Pork Rinds","Alcaldía Tlalpan I, Belisario Domínguez y Sección XVI. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97 g,,,,306.6 kcal,14.09 g,,0.57 g,,,,,23.64 g,,,47 g,,,,,,,,,,,,,,,12.69 g,,,,366.27 mg,,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,73,8
3081,53,VARIOS,MISCELLANEOUS,"Antojitos Gordita De Chicharrón - Corn, Mass Cooked With Pork Rinds","Corn, Mass Cooked With Pork Rinds","Alcaldía Tlalpan II, Lomas de Padierna, Héroes de Padierna, Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38 g,,,,382.19 kcal,20.24 g,,0.26 g,,,,,24.36 g,,,35.6 g,,,,,,,,,,,,,,,17.14 g,,,,481.23 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3082,86,VARIOS,MISCELLANEOUS,"Antojitos Gordita De Chicharrón - Corn, Mass Cooked With Pork Rinds","Corn, Mass Cooked With Pork Rinds","Alcaldía Gustavo A. Madero 1, La Raza, Arenal, Vallejo Poniente. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49 g,,,,446.06 kcal,18.33 g,,0.44 g,,,,,25.2 g,,,39.2 g,,,,,,,,,,,,,,,14.3 g,,,,654.8 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3083,103,VARIOS,MISCELLANEOUS,"Antojitos Gordita De Chicharrón - Corn, Mass Cooked With Pork Rinds","Corn, Mass Cooked With Pork Rinds","Alcaldía  Gustavo A. Madero 2, Lindavista Sur, San Bartolo Atepehuacan. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56 g,,,,339.69 kcal,13.31 g,,0.75 g,,,,,25.46 g,,,38 g,,,,,,,,,,,,,,,20.95 g,,,,313.06 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3084,145,VARIOS,MISCELLANEOUS,"Antojitos Gordita De Chicharrón - Corn, Mass Cooked With Pork Rinds","Corn, Mass Cooked With Pork Rinds","Alcaldía  Cuajimalpa 1, El Molino, Rosa Torres. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58 g,,,,289.21 kcal,17.35 g,,0.5 g,,,,,24.74 g,,,46.2 g,,,,,,,,,,,,,,,9.66 g,,,,312.42 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3085,152,VARIOS,MISCELLANEOUS,"Antojitos Gordita De Chicharrón - Corn, Mass Cooked With Pork Rinds","Corn, Mass Cooked With Pork Rinds","Alcaldía Cuajimalpa 2, Cuajimalpa, El Yaqui, Jesús del Monte. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8 g,,,,234.93 kcal,10.3 g,,0.44 g,,,,,23.81 g,,,53.9 g,,,,,,,,,,,,,,,8.75 g,,,,395.04 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3086,181,VARIOS,MISCELLANEOUS,"Antojitos Gordita De Chicharrón - Corn, Mass Cooked With Pork Rinds","Corn, Mass Cooked With Pork Rinds","Alcaldía  Iztapalapa 1, Leyes de Reforma 1a. Sección,Barrio San Miguel. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57 g,,,,370.44 kcal,21.93 g,,0.38 g,,,,,27.07 g,,,36 g,,,,,,,,,,,,,,,12 g,,,,575.29 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3087,223,VARIOS,MISCELLANEOUS,"Antojitos Gordita De Chicharrón - Corn, Mass Cooked With Pork Rinds","Corn, Mass Cooked With Pork Rinds","Alcaldía Iztapalapa 2, Juan Escutia. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63 g,,,,328.92 kcal,17.6 g,,0.48 g,,,,,20.5 g,,,45.9 g,,,,,,,,,,,,,,,13.91 g,,,,245.15 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3088,246,VARIOS,MISCELLANEOUS,"Antojitos Gordita De Chicharrón - Corn, Mass Cooked With Pork Rinds","Corn, Mass Cooked With Pork Rinds","Alcaldía  Benito Juárez 1, Portales Norte, Portales Sur. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97 g,,,,286.31 kcal,11.66 g,,0.49 g,,,,,24.23 g,,,49.9 g,,,,,,,,,,,,,,,11.72 g,,,,260.92 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3089,268,VARIOS,MISCELLANEOUS,"Antojitos Gordita De Chicharrón - Corn, Mass Cooked With Pork Rinds","Corn, Mass Cooked With Pork Rinds","Alcaldía Benito Juárez 2, Letrán Valle,Vertiz Narvarte, Nápoles. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37 g,,,,386.14 kcal,17.67 g,,0.23 g,,,,,29.34 g,,,35 g,,,,,,,,,,,,,,,16.4 g,,,,184.06 mg,,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,73,8
309,13575,BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,ALCOHOLIC AND NON-ALCOHOLIC BEVERAGES,Concentrado Para Preparar Bebidas a Base De Arroz Sabor Coco - Beverage Base Rice-Based Coconut-Flavored Syrup,Beverage Base Rice-Based Coconut-Flavored Syrup,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.31 g,,17.56 mg,,0.3 g,,,,355.7 kcal,0.34 g,,0 g,,0 g,36.94 mg,,85.93 g,0 mg,,11.2 g,,,,,,7.87 mg,,,,,,,96.87 mg,,2.23 g,,,,30.52 mg,,,,,,,0 mg,FALSO,FALSO,Valor único,65,16
3090,8096,VARIOS,MISCELLANEOUS,Antojitos Mejoralitos - Little Whims Mejoralitos,Little Whims Mejoralitos,,['52'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.34 mg,,1.86 g,,0 mg,,225 kcal,12.42 g,,1.18 g,,,,,24.88 g,2.45 mg,,58.32 g,,,,,,15 mg,,,,,,,89.35 mg,,3.36 g,0.11 mg,,,231.32 mg,0.28 mg,,,,,268.47 U.I.,0.4 mg,FALSO,FALSO,Valor único,64,17
3091,7867,VARIOS,MISCELLANEOUS,Antojitos Memelas - Little Whims Memelas,Little Whims Memelas,,['52'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.77 mg,,2.13 g,,0 mg,,182 kcal,6.07 g,,0.78 g,,,,,28.33 g,0.47 mg,,61.42 g,,,,,,55.08 mg,,,,,,,300.81 mg,,3.4 g,0.09 mg,,,250.57 mg,0.13 mg,,,,,0 U.I.,1.09 mg,VERDADERO,FALSO,Posibles valores repetidos,64,17
3092,7868,VARIOS,MISCELLANEOUS,Antojitos Memelas - Little Whims Memelas,Little Whims Memelas,,['52'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.41 mg,,2.89 g,,0 mg,,196 kcal,6.39 g,,1.02 g,,,,,30.74 g,0.57 mg,,57.96 g,,,,,,51.44 mg,,,,,,,268.03 mg,,3.89 g,0.09 mg,,,218.74 mg,0.5 mg,,,,,379.02 U.I.,0.83 mg,FALSO,VERDADERO,Posibles valores repetidos,64,17
3093,7855,VARIOS,MISCELLANEOUS,Antojitos Molotes - Little Whims Molotes,Little Whims Molotes,,['52'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.28 mg,,1.17 g,,0 mg,,221 kcal,17.42 g,,0.47 g,,,,,12.81 g,1.18 mg,,64.95 g,,,,,,31.26 mg,,,,,,,179.06 mg,,3.18 g,0.23 mg,,,235.58 mg,0.18 mg,,,,,,0.93 mg,FALSO,FALSO,Valor único,65,16
3094,136,VARIOS,MISCELLANEOUS,Antojitos Pambazo De Papa Y Chorizo - Little Whims Pambazo With Potato and Sausage,Little Whims Pambazo With Potato and Sausage,"Alcaldía Cuajimalpa 1, El Molino, Rosa Torres. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84 g,,,,209.42 kcal,6.51 g,,0.07 g,,,,,29.42 g,,,57.3 g,,,,,,,,,,,,,,,4.83 g,,,,428.95 mg,,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,73,8
3095,177,VARIOS,MISCELLANEOUS,Antojitos Pambazo De Papa Y Chorizo - Little Whims Pambazo With Potato and Sausage,Little Whims Pambazo With Potato and Sausage,"Alcaldía  Iztapalapa 1, Leyes de Reforma 1a. Sección,Barrio San Miguel. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84 g,,,,222.46 kcal,9.26 g,,0.4 g,,,,,24.65 g,,,59.5 g,,,,,,,,,,,,,,,4.36 g,,,,512.66 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3096,269,VARIOS,MISCELLANEOUS,Antojitos Pambazo De Papa Y Chorizo - Little Whims Pambazo With Potato and Sausage,Little Whims Pambazo With Potato and Sausage,"Alcaldía  Benito Juárez 2, Letrán Valle,Vertiz Narvarte, Nápoles. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94 g,,,,175.4 kcal,4.46 g,,0.28 g,,,,,25.18 g,,,63.3 g,,,,,,,,,,,,,,,4.82 g,,,,521.41 mg,,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,73,8
3097,242,VARIOS,MISCELLANEOUS,Antojitos Pambazo De Papa Y Longaniza - Little Whims Pambazo With Potato and Sausage,Little Whims Pambazo With Potato and Sausage,"Alcaldía Benito Juárez 1, Portales Norte, Portales Sur. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76 g,,,,245.32 kcal,10.58 g,,0.13 g,,,,,27.87 g,,,53.8 g,,,,,,,,,,,,,,,5.87 g,,,,406.48 mg,,,,,,,,FALSO,FALSO,Valor único,73,8
3098,1,VARIOS,MISCELLANEOUS,Antojitos Pambazo De Pollo - Little Whims Pambazo With Chicken,Little Whims Pambazo With Chicken,"Alcaldía Tlalpan I, Belisario Domínguez, Sección XVI. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88 g,,,,183.28 kcal,3.87 g,,0 g,,,,,20.45 g,,,63.5 g,,,,,,,,,,,,,,,10.26 g,,,,509.97 mg,,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,73,8
3099,61,VARIOS,MISCELLANEOUS,Antojitos Pambazo De Pollo - Little Whims Pambazo With Chicken,Little Whims Pambazo With Chicken,"Alcaldía Tlalpan II, Lomas de Padierna, Héroes de Padierna. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06 g,,,,184.61 kcal,6.21 g,,0.34 g,,,,,16.25 g,,,65.7 g,,,,,,,,,,,,,,,9.47 g,,,,666.79 mg,,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,73,8
31,774,ALGAS Y HONGOS,ALGAE AND FUNGI,Hongo Negro - Fungus Black,Fungus Black,"México, Distrito Federal",['5'],,,,,,,,3.4 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 mg,23 mg,,1 g,,,,,0.55 g,,,,,44 mg,,,4.82 mg,,89.6 g,,,,,,,,,2.2 mg,,,1%,,,2.12 g,0.21 mg,,,,0.04 mg,,,,,,,FALSO,FALSO,Valor único,68,13
310,2425,BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,ALCOHOLIC AND NON-ALCOHOLIC BEVERAGES,Concentrado Para Preparar Bebidas Horchata - Beverage Base Horchata Syrup,Beverage Base Horchata Syrup,,['36'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.28 mg,,0.7 g,,,,259 kcal,0.3 g,,0.4 g,,,,,64.5 g,,,32.7 g,,,,,,,,,,,,1%,14.9 mg,,1.4 g,,,,165.33 mg,,,,,,,,FALSO,FALSO,Valor único,70,11
3100,70,VARIOS,MISCELLANEOUS,Antojitos Pambazo De Pollo - Little Whims Pambazo With Chicken,Little Whims Pambazo With Chicken,"Alcaldía Gustavo A. Madero 1, La Raza, Arenal, Vallejo Poniente. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46 g,,,,262.84 kcal,9.64 g,,0.11 g,,,,,20.23 g,,,53.3 g,,,,,,,,,,,,,,,15.26 g,,,,374.28 mg,,,,,,,,VERDADERO,FALSO,Posibles valores repetidos,73,8
3101,153,VARIOS,MISCELLANEOUS,Antojitos Pambazo De Pollo - Little Whims Pambazo With Chicken,Little Whims Pambazo With Chicken,"Alcaldía Cuajimalpa 2, Cuajimalpa, El Yaqui, Jesús del Monte. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82 g,,,,184.23 kcal,6.17 g,,0.08 g,,,,,20.4 g,,,63.5 g,,,,,,,,,,,,,,,8.08 g,,,,536.29 mg,,,,,,,,VERDADERO,VERDADERO,Posibles valores repetidos,73,8
3102,220,VARIOS,MISCELLANEOUS,Antojitos Pambazo De Pollo - Little Whims Pambazo With Chicken,Little Whims Pambazo With Chicken,"Alcaldía Iztapalapa 2, Juan Escutia. Ciudad de México","['55,56']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67 g,,,,240.69 kcal,10.47 g,,0.11 g,,,,,21.13 g,,,56.4 g,,,,,,,,,,,,,,,10.22 g,,,,389.39 mg,,,,,,,,FALSO,VERDADERO,Posibles valores repetidos,73,8
